case_id,subject_id,image_path,mask_path,image_shape,mask_shape,image_dtype,mask_dtype,spacing_x,spacing_y,spacing_3rd_axis,affine_equal,unique_labels,image_min,image_max,image_mean,image_std,nonzero_mask_voxels,error
CINE_SAX_012,012,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_012.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_012.nii.gz,149x144x275,149x144x275,float32,int16,1.3050765991210938,1.2782334089279175,0.3649635314941406,True,"0,1,2,3",0.22977255284786224,2528.6337890625,487.5951232910156,415.1164245605469,569582,
CINE_SAX_013,013,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_013.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_013.nii.gz,149x144x300,149x144x300,float32,int16,1.434588074684143,1.3194667100906372,0.33110442757606506,True,"0,1,2,3",0.15268456935882568,2534.346435546875,527.0614624023438,411.0082702636719,1001972,
CINE_SAX_014,014,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_014.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_014.nii.gz,149x144x300,149x144x300,float32,int16,1.464475154876709,1.360700011253357,0.331104576587677,True,"0,1,2,3",0.21308724582195282,2602.663818359375,432.1993408203125,391.2010803222656,861763,
CINE_SAX_015,015,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_015.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_015.nii.gz,149x144x300,149x144x300,float32,int16,1.1325503587722778,0.9895833730697632,0.24080267548561096,True,"0,1,2,3",0.0,998.9070434570312,156.48866271972656,144.33505249023438,944611,
CINE_SAX_016,016,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_016.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_016.nii.gz,149x144x270,149x144x270,float32,int16,0.9527055621147156,0.9920247197151184,0.2379182130098343,True,"0,1,2,3",0.0,1900.79443359375,173.39427185058594,194.7418670654297,695568,
CINE_SAX_017,017,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_017.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_017.nii.gz,149x144x330,149x144x330,float32,int16,1.0952647924423218,1.187548279762268,0.24316111207008362,True,"0,1,2,3",0.0,1116.779296875,120.12875366210938,136.56556701660156,948227,
CINE_SAX_018,018,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_018.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_018.nii.gz,149x144x275,149x144x275,float32,int16,1.1755651235580444,1.2885416746139526,0.29197245836257935,True,"0,1,2,3",0.8305369019508362,4836.5302734375,590.7221069335938,596.0864868164062,477524,
CINE_SAX_019,019,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_019.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_019.nii.gz,149x144x275,149x144x275,float32,int16,1.1676583290100098,1.1528645753860474,0.3284648358821869,True,"0,1,2,3",0.0,4187.33203125,282.8138732910156,309.6766052246094,528417,
CINE_SAX_020,020,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_020.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_020.nii.gz,149x144x250,149x144x250,float32,int16,1.4471477270126343,1.3346353769302368,0.36144495010375977,True,"0,1,2,3",0.7646812200546265,2354.410400390625,481.30328369140625,352.5497741699219,540478,
CINE_SAX_021,021,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_021.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_021.nii.gz,149x144x225,149x144x225,float32,int16,1.23741614818573,1.3020833730697632,0.2857171893119812,True,"0,1,2,3",2.7153244018554688,5068.2451171875,685.1959228515625,583.0866088867188,458097,
CINE_SAX_022,022,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_022.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_022.nii.gz,149x144x275,149x144x275,float32,int16,1.27516770362854,1.2152777910232544,0.3284667134284973,True,"0,1,2,3",0.2888236343860626,2748.30908203125,433.73663330078125,396.90185546875,727694,
CINE_SAX_023,023,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_023.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_023.nii.gz,149x144x250,149x144x250,float32,int16,1.285151720046997,1.2473082542419434,0.36144593358039856,True,"0,1,2,3",0.4981823265552521,2376.266357421875,422.13922119140625,405.7602233886719,466878,
CINE_SAX_024,024,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_024.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_024.nii.gz,149x144x275,149x144x275,float32,int16,1.2332215309143066,1.1718751192092896,0.2919694483280182,True,"0,1,2,3",1.03125,2989.86474609375,560.9588623046875,499.9751281738281,674025,
CINE_SAX_025,025,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_025.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_025.nii.gz,149x144x250,149x144x250,float32,int16,1.279362440109253,1.3237847089767456,0.3614445924758911,True,"0,1,2,3",0.5241657495498657,2985.552734375,507.6425476074219,451.9143371582031,483246,
CINE_SAX_026,026,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_026.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_026.nii.gz,149x144x250,149x144x250,float32,int16,1.1137140989303589,1.2695763111114502,0.28915664553642273,True,"0,1,2,3",0.5933305621147156,6421.38037109375,451.0928649902344,510.3404541015625,532995,
CINE_SAX_027,027,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_027.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_027.nii.gz,149x144x250,149x144x250,float32,int16,1.3449262380599976,1.329775094985962,0.3614445626735687,True,"0,1,2,3",0.0520833320915699,3851.447021484375,481.5369567871094,396.056640625,583417,
CINE_SAX_028,028,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_028.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_028.nii.gz,149x144x275,149x144x275,float32,int16,1.368546962738037,1.3574700355529785,0.32846659421920776,True,"0,1,2,3",0.01957494392991066,3238.46337890625,481.5521240234375,420.9086608886719,673169,
CINE_SAX_029,029,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_029.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_029.nii.gz,149x144x250,149x144x250,float32,int16,1.4052013158798218,1.388888955116272,0.361445814371109,True,"0,1,2,3",0.28859061002731323,3980.248291015625,464.479248046875,406.9288635253906,555977,
CINE_SAX_030,030,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_030.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_030.nii.gz,149x144x250,149x144x250,float32,int16,1.315039038658142,1.2988499402999878,0.36144763231277466,True,"0,1,2,3",0.7990771532058716,3430.53564453125,590.0455322265625,470.41143798828125,483052,
CINE_SAX_031,031,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_031.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_031.nii.gz,149x144x250,149x144x250,float32,int16,1.2677959203720093,1.343554139137268,0.3614480495452881,True,"0,1,2,3",0.41066601872444153,2342.540283203125,478.1596984863281,404.5460510253906,491729,
CINE_SAX_032,032,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_032.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_032.nii.gz,149x144x330,149x144x330,float32,int16,1.5541107654571533,1.46484375,0.24316109716892242,True,"0,1,2,3",0.0,3078.976318359375,206.22117614746094,205.5096893310547,611255,
CINE_SAX_033,033,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_033.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_033.nii.gz,149x144x280,149x144x280,float32,int16,1.2951141595840454,1.3503917455673218,0.29431191086769104,True,"0,1,2,3",0.0,4191.22998046875,412.5672607421875,497.1977233886719,396148,
CINE_SAX_034,034,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_034.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_034.nii.gz,149x144x250,149x144x250,float32,int16,1.3150389194488525,1.278233289718628,0.32529857754707336,True,"0,1,2,3",0.5406413078308105,3575.222412109375,667.359619140625,513.1786499023438,551369,
CINE_SAX_035,035,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_035.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_035.nii.gz,149x144x300,149x144x300,float32,int16,1.5981543064117432,1.4778646230697632,0.24080266058444977,True,"0,1,2,3",0.0,1545.534912109375,154.10694885253906,157.5003204345703,485609,
CINE_SAX_036,036,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_036.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_036.nii.gz,149x144x330,149x144x330,float32,int16,1.0311801433563232,1.073013186454773,0.24316109716892242,True,"0,1,2,3",0.0,2021.2086181640625,168.85205078125,166.7059783935547,1144053,
CINE_SAX_037,037,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_037.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_037.nii.gz,149x144x250,149x144x250,float32,int16,1.3449262380599976,1.3194667100906372,0.28915780782699585,True,"0,1,2,3",0.0,3190.31103515625,489.8777770996094,459.6923522949219,488090,
CINE_SAX_038,038,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_038.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_038.nii.gz,149x144x390,149x144x390,float32,int16,1.1325503587722778,1.1848958730697632,0.24678660929203033,True,"0,1,2,3",0.0,995.5604248046875,165.77084350585938,137.2126922607422,1364227,
CINE_SAX_039,039,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_039.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_039.nii.gz,149x144x250,149x144x250,float32,int16,1.1247094869613647,1.2288674116134644,0.3252999782562256,True,"0,1,2,3",0.5213460326194763,3406.91357421875,711.2379760742188,553.3453369140625,445137,
CINE_SAX_040,040,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_040.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_040.nii.gz,149x144x250,149x144x250,float32,int16,1.5195262432098389,1.5972445011138916,0.3253019452095032,True,"0,1,2,3",0.0,3573.2890625,304.2023010253906,336.01678466796875,489237,
CINE_SAX_041,041,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_041.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_041.nii.gz,149x144x275,149x144x275,float32,int16,1.1561698913574219,1.2044527530670166,0.32846584916114807,True,"0,1,2,3",0.2916666567325592,2390.88623046875,398.01995849609375,360.9366455078125,775982,
CINE_SAX_042,042,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_042.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_042.nii.gz,149x144x330,149x144x330,float32,int16,1.1640100479125977,1.1328125,0.24316108226776123,True,"0,1,2,3",0.0,1189.55322265625,148.73590087890625,141.32528686523438,1056106,
CINE_SAX_043,043,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_043.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_043.nii.gz,149x144x300,149x144x300,float32,int16,1.25,1.2413194179534912,0.294313907623291,True,"0,1,2,3",0.0,2655.864501953125,546.8764038085938,495.7283020019531,721740,
CINE_SAX_044,044,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_044.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_044.nii.gz,149x144x250,149x144x250,float32,int16,1.4576343297958374,1.4214410781860352,0.36144694685935974,True,"0,1,2,3",0.0,2523.9541015625,473.9363098144531,434.4383544921875,541041,
CINE_SAX_045,045,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_045.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_045.nii.gz,149x144x330,149x144x330,float32,int16,1.3648509979248047,1.2679250240325928,0.29799461364746094,True,"0,1,2,3",0.0,4335.71337890625,382.34320068359375,355.645263671875,589030,
CINE_SAX_046,046,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_046.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_046.nii.gz,149x144x360,149x144x360,float32,int16,1.6484899520874023,1.4127603769302368,0.24512535333633423,True,"0,1,2,3",0.0,1265.0606689453125,162.85186767578125,148.00169372558594,636582,
CINE_SAX_047,047,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_047.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_047.nii.gz,149x144x250,149x144x250,float32,int16,1.3213086128234863,1.3563368320465088,0.2891564667224884,True,"0,1,2,3",0.0659722238779068,3115.67529296875,536.5712280273438,483.9320373535156,485294,
CINE_SAX_048,048,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_048.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_048.nii.gz,149x144x250,149x144x250,float32,int16,1.373741626739502,1.3888888359069824,0.3975885808467865,True,"0,1,2,3",0.0,3204.50341796875,618.91650390625,547.4920043945312,501758,
CINE_SAX_049,049,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_049.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_049.nii.gz,149x144x250,149x144x250,float32,int16,1.1986583471298218,1.3770020008087158,0.253012090921402,True,"0,1,2,3",0.0,3826.208984375,666.0065307617188,593.3036499023438,520378,
CINE_SAX_050,050,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_050.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_050.nii.gz,149x144x250,149x144x250,float32,int16,1.409374475479126,1.4013458490371704,0.3253013789653778,True,"0,1,2,3",0.0,2604.12109375,307.90771484375,322.8921813964844,496814,
CINE_SAX_051,051,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_051.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_051.nii.gz,149x144x325,149x144x325,float32,int16,1.4246255159378052,1.4019333124160767,0.2962954342365265,True,"0,1,2,3",0.0,3262.8671875,348.0377502441406,414.673095703125,696910,
CINE_SAX_052,052,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_052.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_052.nii.gz,149x144x250,149x144x250,float32,int16,1.426174521446228,1.345486044883728,0.28915607929229736,True,"0,1,2,3",0.0,3572.622802734375,335.6815185546875,357.1974182128906,646998,
CINE_SAX_053,053,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_053.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_053.nii.gz,149x144x275,149x144x275,float32,int16,1.3737415075302124,1.3671875,0.291969895362854,True,"0,1,2,3",0.0,3062.633056640625,497.52178955078125,481.2131652832031,621123,
CINE_SAX_054,054,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_054.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_054.nii.gz,149x144x275,149x144x275,float32,int16,1.285151720046997,1.3503917455673218,0.2919715940952301,True,"0,1,2,3",0.0,4045.107666015625,527.323974609375,593.6570434570312,537846,
CINE_SAX_055,055,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_055.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_055.nii.gz,149x144x230,149x144x230,float32,int16,1.0906040668487549,1.1718751192092896,0.3253020644187927,True,"0,1,2,3",0.28292784094810486,3377.349365234375,510.4210205078125,459.53076171875,478563,
CINE_SAX_056,056,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_056.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_056.nii.gz,149x144x250,149x144x250,float32,int16,1.226955771446228,1.2614201307296753,0.3614458441734314,True,"0,1,2,3",0.39261746406555176,2977.74267578125,502.41473388671875,375.947998046875,685581,
CINE_SAX_057,057,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_057.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_057.nii.gz,149x144x250,149x144x250,float32,int16,1.3013596534729004,1.300431251525879,0.3252995014190674,True,"0,1,2,3",1.0,2185.395751953125,494.0030517578125,378.02044677734375,614083,
CINE_SAX_058,058,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_058.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_058.nii.gz,149x144x250,149x144x250,float32,int16,1.3317952156066895,1.26953125,0.3253011703491211,True,"0,1,2,3",0.9458892345428467,2769.341796875,671.9944458007812,476.68060302734375,385047,
CINE_SAX_059,059,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_059.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_059.nii.gz,149x144x275,149x144x275,float32,int16,1.3108222484588623,1.46484375,0.2919694781303406,True,"0,1,2,3",0.3221476376056671,4160.93798828125,711.2135620117188,657.951416015625,502298,
CINE_SAX_060,060,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_060.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_060.nii.gz,149x144x250,149x144x250,float32,int16,1.30135977268219,1.2819854021072388,0.3614467680454254,True,"0,1,2,3",0.8784255981445312,2801.66015625,471.80963134765625,402.5793151855469,583636,
CINE_SAX_061,061,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_061.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_061.nii.gz,149x144x300,149x144x300,float32,int16,1.3150389194488525,1.3813166618347168,0.29431387782096863,True,"0,1,2,3",1.0,3562.055908203125,538.5538940429688,518.2193603515625,593058,
CINE_SAX_062,062,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_062.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_062.nii.gz,149x144x275,149x144x275,float32,int16,1.8011081218719482,1.619500756263733,0.29197147488594055,True,"0,1,2,3",0.0,2430.943115234375,346.33709716796875,354.1553649902344,350590,
CINE_SAX_063,063,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_063.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_063.nii.gz,149x144x300,149x144x300,float32,int16,1.3250014781951904,1.3813167810440063,0.2943135201931,True,"0,1,2,3",0.38851603865623474,2946.662109375,493.2452392578125,445.60302734375,604903,
CINE_SAX_064,064,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_064.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_064.nii.gz,149x144x250,149x144x250,float32,int16,1.4366610050201416,1.3129340410232544,0.36144644021987915,True,"0,1,2,3",1.5736624002456665,3043.127197265625,528.5435180664062,413.22186279296875,563260,
CINE_SAX_065,065,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_065.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_065.nii.gz,149x144x275,149x144x275,float32,int16,1.426174521446228,1.4322916269302368,0.3284659683704376,True,"0,1,2,3",0.31082215905189514,2764.906005859375,382.11810302734375,379.71881103515625,630382,
CINE_SAX_066,066,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_066.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_066.nii.gz,149x144x275,149x144x275,float32,int16,1.2389657497406006,1.346545696258545,0.3284677267074585,True,"0,1,2,3",0.5030760765075684,3815.0224609375,465.64630126953125,421.5082092285156,618118,
CINE_SAX_067,067,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_067.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_067.nii.gz,149x144x250,149x144x250,float32,int16,1.2080535888671875,1.1805555820465088,0.3614482581615448,True,"0,1,2,3",1.0,2638.85400390625,417.67333984375,355.5224914550781,518804,
CINE_SAX_068,068,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_068.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_068.nii.gz,149x144x250,149x144x250,float32,int16,1.2583893537521362,1.1631944179534912,0.3614456057548523,True,"0,1,2,3",1.111903429031372,3225.242919921875,389.21282958984375,344.4002685546875,629891,
CINE_SAX_069,069,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_069.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_069.nii.gz,149x144x250,149x144x250,float32,int16,1.3847758769989014,1.3607001304626465,0.32530197501182556,True,"0,1,2,3",1.0,4669.896484375,570.4395751953125,518.4669799804688,573413,
CINE_SAX_070,070,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_070.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_070.nii.gz,149x144x250,149x144x250,float32,int16,1.1986583471298218,1.2305123805999756,0.3253009021282196,True,"0,1,2,3",0.5520133972167969,4177.74365234375,373.9744567871094,413.70855712890625,568261,
CINE_SAX_071,071,data\CMR-MULTI\CINE_MULTI\SAX_TR\image\CINE_SAX_071.nii.gz,data\CMR-MULTI\CINE_MULTI\SAX_TR\anno\CINE_SAX_071.nii.gz,149x144x275,149x144x275,float32,int16,1.2248321771621704,1.267361044883728,0.32846760749816895,True,"0,1,2,3",0.14198824763298035,2537.318359375,389.42462158203125,387.35430908203125,715403,
